id,gtg,case_study,harm_area,type,platform,value,role,description,first_seen,last_seen,handling,reference_url,report_date
indicator--52158950-33ac-562e-9154-dac7f1b85826,GTG-50014,ShinyHunters smash-and-grab opportunists,cyber_operations,telegram_bot_id,telegram,8709258476,infrastructure,Telegram bot delivering AWS SNS SMS-abuse test results directly to the operator's user account,,,detect-or-block,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-50014-shinyhunters-smash-and-grab-opportunists,2026-09-10
indicator--f94fb93a-6dfe-56b1-a180-f33bc687f60d,GTG-50014,ShinyHunters smash-and-grab opportunists,cyber_operations,telegram_chat_id,telegram,-1003311614569,exfiltration,Telegram group 'ChatMignon' that received stolen data.,,,detect-or-block,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-50014-shinyhunters-smash-and-grab-opportunists,2026-09-10
indicator--9aad2a78-33b9-5559-b8e0-25c62927e9d3,GTG-50014,ShinyHunters smash-and-grab opportunists,cyber_operations,telegram_chat_id,telegram,-1003893854338,exfiltration,Telegram group 'ClintonHog' that received stolen data.,,,detect-or-block,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-50014-shinyhunters-smash-and-grab-opportunists,2026-09-10
indicator--a81233cd-1501-58a9-afc6-33252f19ca74,GTG-50014,ShinyHunters smash-and-grab opportunists,cyber_operations,telegram_user_id,telegram,8179098353,infrastructure,Operator's Telegram account,,,detect-or-block,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-50014-shinyhunters-smash-and-grab-opportunists,2026-09-10
indicator--22dabbc3-390c-5391-81b8-c0a8524ca2fa,GTG-50014,ShinyHunters smash-and-grab opportunists,cyber_operations,url,,https[:]//s3.eu-central-1.s4.mega[.]io/fuckyoubasil/,exfiltration,Exfiltration URL,,,detect-or-block,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-50014-shinyhunters-smash-and-grab-opportunists,2026-09-10
indicator--b0421eab-80ea-5555-8a3f-6a257045a93a,GTG-50020,From hotel bookings to the AI supply chain,cyber_operations,ipv4,,141.133.125[.]208,egress,Attacker egress IP,2026-05-21,2026-05-23,hunt,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-50020-from-hotel-bookings-to-the-ai-supply-chain,2026-09-10
indicator--1fbe82ae-58e2-56dd-8433-878fbf2820c3,GTG-50020,From hotel bookings to the AI supply chain,cyber_operations,ipv4,,146.103.101[.]253,egress,Attacker egress IP,2026-05-21,2026-06-13,hunt,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-50020-from-hotel-bookings-to-the-ai-supply-chain,2026-09-10
indicator--cb589a57-7c6f-59a4-8545-55ecd9031634,GTG-50020,From hotel bookings to the AI supply chain,cyber_operations,ipv4,,146.103.97[.]169,egress,Attacker egress IP,2026-05-21,2026-05-25,hunt,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-50020-from-hotel-bookings-to-the-ai-supply-chain,2026-09-10
indicator--34fbb45d-7c45-52ff-a336-69a00a5cf2ab,GTG-50020,From hotel bookings to the AI supply chain,cyber_operations,ipv4,,167.250.111[.]136,egress,Attacker egress IP,2026-05-23,2026-06-03,hunt,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-50020-from-hotel-bookings-to-the-ai-supply-chain,2026-09-10
indicator--ba3f24a8-3d5b-53cf-8c40-d335d4040a35,GTG-50020,From hotel bookings to the AI supply chain,cyber_operations,ipv4,,178.16.54[.]141,egress,Attacker egress IP,2026-05-21,2026-06-16,hunt,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-50020-from-hotel-bookings-to-the-ai-supply-chain,2026-09-10
indicator--2bc8f6a5-bf44-573e-a2b5-51afd9b0c128,GTG-50020,From hotel bookings to the AI supply chain,cyber_operations,ipv4,,194.163.183[.]216,egress,Attacker egress IP,2026-05-23,2026-05-24,hunt,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-50020-from-hotel-bookings-to-the-ai-supply-chain,2026-09-10
indicator--86072bb7-2b10-5443-a6e6-6863ef0f9995,GTG-50020,From hotel bookings to the AI supply chain,cyber_operations,ipv4,,202.66.167[.]230,egress,Attacker egress IP,2026-05-21,2026-06-04,hunt,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-50020-from-hotel-bookings-to-the-ai-supply-chain,2026-09-10
indicator--fb155a3f-5ded-58f8-bd8a-c782faee5fe4,GTG-50020,From hotel bookings to the AI supply chain,cyber_operations,ipv4,,37.27.103[.]22,egress,Attacker egress IP,2026-05-26,2026-06-13,hunt,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-50020-from-hotel-bookings-to-the-ai-supply-chain,2026-09-10
indicator--b9251a41-7b65-5d0d-9fcc-adaa15b2725b,GTG-50021,"AI supply chain as target, loot, and attack compute",cyber_operations,domain,,aws-us-east-3[.]com,infrastructure,AWS lookalike domain,,,detect-or-block,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-50021-indicators-of-compromise,2026-09-10
indicator--bcfde13b-9053-5d95-911b-810c2f1c2580,GTG-50021,"AI supply chain as target, loot, and attack compute",cyber_operations,domain,,awstore[.]cloud,monetization,Fake Claude API reseller storefront,,,detect-or-block,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-50021-indicators-of-compromise,2026-09-10
indicator--5d31f4b6-42ed-52a4-afca-d173c6dcb22d,GTG-50021,"AI supply chain as target, loot, and attack compute",cyber_operations,domain,,holdboost[.]store,c2,Malware platform domain,,,detect-or-block,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-50021-indicators-of-compromise,2026-09-10
indicator--f8e7257e-4ca9-51e0-b9b8-e549076dbf79,GTG-50021,"AI supply chain as target, loot, and attack compute",cyber_operations,domain,,kiro[.]cheap,monetization,Fake Kiro API reseller storefront,,,detect-or-block,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-50021-indicators-of-compromise,2026-09-10
indicator--b836566e-b728-5fab-a5b6-6b2bd019b80c,GTG-50021,"AI supply chain as target, loot, and attack compute",cyber_operations,domain,,sys-tools[.]cfd,c2,Malware C2,,,detect-or-block,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-50021-indicators-of-compromise,2026-09-10
indicator--1fab62ad-e544-5a84-9ffc-69b971749bcb,GTG-50021,"AI supply chain as target, loot, and attack compute",cyber_operations,hostname,,iymkjuzymkapovrntoxy.supabase[.]co,c2,Malware Supabase backend,,,detect-or-block,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-50021-indicators-of-compromise,2026-09-10
indicator--6df83c0b-ebc7-5d1b-93fd-e013388cbb2d,GTG-50029,Hacktivists targeted European political and affiliated entities,cyber_operations,domain,,fafwatch[.]xyz,infrastructure,Actor-registered doxing adjacent domain,2026-04,,detect-or-block,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-50029-hacktivists-targeted-european-political-and-affiliated-entities,2026-09-10
indicator--83c3b5f3-7c89-5d15-ae23-d8ee15e97db7,GTG-50029,Hacktivists targeted European political and affiliated entities,cyber_operations,domain,,prod-artfkt[.]com,infrastructure,Actor-registered operational domain,2026-04,,detect-or-block,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-50029-hacktivists-targeted-european-political-and-affiliated-entities,2026-09-10
indicator--9798cd34-2adc-5e7e-8b77-413482663c58,GTG-50029,Hacktivists targeted European political and affiliated entities,cyber_operations,hostname,,frntrs-analytics-863060591218.europe-west1.run[.]app,c2,Cloud Run origin behind C2 domain,2026-05-13,2026-06,detect-or-block,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-50029-hacktivists-targeted-european-political-and-affiliated-entities,2026-09-10
indicator--10278b9d-3b1f-5a8d-8cb0-1562b260eff8,GTG-50029,Hacktivists targeted European political and affiliated entities,cyber_operations,hostname,,frntrs-analytics.dedyn[.]io,c2,"BeEF browser-C2 hostname (deSEC dynamic DNS, actor-held API token)",2026-05-13,2026-06,detect-or-block,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-50029-hacktivists-targeted-european-political-and-affiliated-entities,2026-09-10
indicator--1f69d987-8cb0-503f-98aa-5f9d1e7463a7,GTG-50029,Hacktivists targeted European political and affiliated entities,cyber_operations,ipv4,,103.124.165[.]199,egress,Commercial VPN/DC attack exits (Mullvad/M247/31173/Datacamp; AL/AT/AR/CH/BG/SK/DE) - primary-key ops window,2026-03-25,2026-05-20,hunt,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-50029-hacktivists-targeted-european-political-and-affiliated-entities,2026-09-10
indicator--17015242-edf8-5c6f-b358-45e5094054b3,GTG-50029,Hacktivists targeted European political and affiliated entities,cyber_operations,ipv4,,103.141.60[.]144,egress,Commercial VPN/DC attack exits (Mullvad/M247/31173/Datacamp; AL/AT/AR/CH/BG/SK/DE) - primary-key ops window,2026-03-25,2026-05-20,hunt,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-50029-hacktivists-targeted-european-political-and-affiliated-entities,2026-09-10
indicator--cedd116a-4afc-5cee-af5e-8bb3c7185fa2,GTG-50029,Hacktivists targeted European political and affiliated entities,cyber_operations,ipv4,,103.216.220[.]19,egress,Commercial VPN/DC attack exits (Mullvad/M247/31173/Datacamp; AL/AT/AR/CH/BG/SK/DE) - primary-key ops window,2026-03-25,2026-05-20,hunt,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-50029-hacktivists-targeted-european-political-and-affiliated-entities,2026-09-10
indicator--4ff9ea37-6095-57e2-90ea-74710320870a,GTG-50029,Hacktivists targeted European political and affiliated entities,cyber_operations,ipv4,,136.144.242[.]56,staging,Staging & scan box used on EU political organizations,2026-05-17,2026-05-21,detect-or-block,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-50029-hacktivists-targeted-european-political-and-affiliated-entities,2026-09-10
indicator--1ceec36c-70da-59b8-961e-b44c538b69ae,GTG-50029,Hacktivists targeted European political and affiliated entities,cyber_operations,ipv4,,138.199.6[.]208,egress,Commercial VPN/DC attack exits (Mullvad/M247/31173/Datacamp; AL/AT/AR/CH/BG/SK/DE) - primary-key ops window,2026-03-25,2026-05-20,hunt,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-50029-hacktivists-targeted-european-political-and-affiliated-entities,2026-09-10
indicator--d5adcf3d-c819-5ec3-81f1-23b878e711ce,GTG-50029,Hacktivists targeted European political and affiliated entities,cyber_operations,ipv4,,138.199.60[.]29,egress,Commercial VPN/DC attack exits (Mullvad/M247/31173/Datacamp; AL/AT/AR/CH/BG/SK/DE) - primary-key ops window,2026-03-25,2026-05-20,hunt,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-50029-hacktivists-targeted-european-political-and-affiliated-entities,2026-09-10
indicator--f55f0ae6-3f82-537f-887e-3780c25cad31,GTG-50029,Hacktivists targeted European political and affiliated entities,cyber_operations,ipv4,,139.59.2[.]243,key_validation,Key-validation box (DigitalOcean),2026-02-06,2026-06-12,detect-or-block,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-50029-hacktivists-targeted-european-political-and-affiliated-entities,2026-09-10
indicator--fbc8440a-b4cf-50f0-b255-687b1780799d,GTG-50029,Hacktivists targeted European political and affiliated entities,cyber_operations,ipv4,,146.70.116[.]131,egress,Commercial VPN/DC attack exits (Mullvad/M247/31173/Datacamp; AL/AT/AR/CH/BG/SK/DE) - primary-key ops window,2026-03-25,2026-05-20,hunt,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-50029-hacktivists-targeted-european-political-and-affiliated-entities,2026-09-10
indicator--af19ee83-6672-5845-8336-c37f4af35443,GTG-50029,Hacktivists targeted European political and affiliated entities,cyber_operations,ipv4,,149.22.83[.]6,egress,Commercial VPN/DC attack exits (Mullvad/M247/31173/Datacamp; AL/AT/AR/CH/BG/SK/DE) - primary-key ops window,2026-03-25,2026-05-20,hunt,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-50029-hacktivists-targeted-european-political-and-affiliated-entities,2026-09-10
indicator--c2459785-fc67-553c-9ca8-7379c727ddfb,GTG-50029,Hacktivists targeted European political and affiliated entities,cyber_operations,ipv4,,158.173.46[.]118,egress,Commercial VPN/DC attack exits (Mullvad/M247/31173/Datacamp; AL/AT/AR/CH/BG/SK/DE) - primary-key ops window,2026-03-25,2026-05-20,hunt,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-50029-hacktivists-targeted-european-political-and-affiliated-entities,2026-09-10
indicator--de62541b-3d08-5560-861f-5b8df5383e18,GTG-50029,Hacktivists targeted European political and affiliated entities,cyber_operations,ipv4,,163.172.157[.]53,dedicated_server,"Persistent dedicated server, Scaleway FR used in late-phase operations",2026-06-26,2026-07-04,detect-or-block,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-50029-hacktivists-targeted-european-political-and-affiliated-entities,2026-09-10
indicator--a11052b9-c265-5b7a-b140-e834447bb30b,GTG-50029,Hacktivists targeted European political and affiliated entities,cyber_operations,ipv4,,34.156.199[.]132,exfiltration,Exfiltration endpoints in hijacked GCP projects,2026-04,2026-05,hunt,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-50029-hacktivists-targeted-european-political-and-affiliated-entities,2026-09-10
indicator--30930c59-e5ac-5ef3-b05d-e9a7a65727ae,GTG-50029,Hacktivists targeted European political and affiliated entities,cyber_operations,ipv4,,34.156.95[.]176,exfiltration,Exfiltration endpoints in hijacked GCP projects,2026-04,2026-05,hunt,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-50029-hacktivists-targeted-european-political-and-affiliated-entities,2026-09-10
indicator--4669ae66-af13-5857-af5b-ca9c68545534,GTG-50029,Hacktivists targeted European political and affiliated entities,cyber_operations,ipv6,,2001:ac8:27[:]89::a02d,egress,Commercial VPN/DC attack exits (Mullvad/M247/31173/Datacamp; AL/AT/AR/CH/BG/SK/DE) - primary-key ops window,2026-03-25,2026-05-20,hunt,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-50029-hacktivists-targeted-european-political-and-affiliated-entities,2026-09-10
indicator--a734c595-dec7-5529-95f7-980d7bd2651e,GTG-50029,Hacktivists targeted European political and affiliated entities,cyber_operations,ipv6,,2001:ac8:29[:]84::a01d,egress,Commercial VPN/DC attack exits (Mullvad/M247/31173/Datacamp; AL/AT/AR/CH/BG/SK/DE) - primary-key ops window,2026-03-25,2026-05-20,hunt,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-50029-hacktivists-targeted-european-political-and-affiliated-entities,2026-09-10
indicator--c3409ebd-ea0f-563c-b14a-f36a982078c6,GTG-50029,Hacktivists targeted European political and affiliated entities,cyber_operations,ipv6,,2001:bc8:711:5854:dc00:1ff:fe18[:]ba53,dedicated_server,"Persistent dedicated server, Scaleway FR used in late-phase operations",2026-06-26,2026-07-04,detect-or-block,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-50029-hacktivists-targeted-european-political-and-affiliated-entities,2026-09-10
indicator--83ed26ed-c1c5-5f00-8a7d-b6f0c006b543,GTG-50029,Hacktivists targeted European political and affiliated entities,cyber_operations,onion,,3ell6n47y3ct4a3x67fbuz62q2mk2l4vo6eacho2suzftdshsnrfopyd[.]onion,infrastructure,CRS credential-vault API,2026-05,2026-07,detect-or-block,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-50029-hacktivists-targeted-european-political-and-affiliated-entities,2026-09-10
indicator--553ab5e9-abb4-55ea-974b-f59213017b0f,GTG-50029,Hacktivists targeted European political and affiliated entities,cyber_operations,onion,,6mshbvhvzhdgumwwazf4jcep2xx4kdk6n4wgffc46msu2gc3j3t2fpad[.]onion,infrastructure,Actor's Tor LLM-gateway (third-party model routing),2026-06,2026-06,detect-or-block,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-50029-hacktivists-targeted-european-political-and-affiliated-entities,2026-09-10
indicator--19482c78-6644-5e42-a9ab-4f3ba0f3b1df,GTG-24015,Disrupting Russian state-media editorial pipelines built on Claude,influence_operations,account,telegram,https[:]//t[.]me/ATodaPotencia,amplification,Deceptive amplification asset; (Telegram); Presents Kremlin-aligned content as organic Latin American analysis,,,detect-or-block,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-24015-disrupting-russian-state-media-editorial-pipelines-built-on-claude,2026-09-10
indicator--7896049b-b3f0-570f-842f-de8b0dbca927,GTG-54002,Disrupting a commercial “influence-as-a-service” operation spanning six continents,influence_operations,account,x,https[:]//x[.]com/AxumVoices,fabricated_outlet,Fake news outlet account on X 'Axum Voices'.,,,detect-or-block,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-54002-disrupting-a-commercial-influence-as-a-service-operation-spanning-six-continents,2026-09-10
indicator--052be309-7bc3-514e-8ef6-114aa63dc415,GTG-54002,Disrupting a commercial “influence-as-a-service” operation spanning six continents,influence_operations,account,x,https[:]//x[.]com/Civicpulsemedia,fabricated_outlet,Fake news outlet account on X 'Civic Pulse'.,,,detect-or-block,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-54002-disrupting-a-commercial-influence-as-a-service-operation-spanning-six-continents,2026-09-10
indicator--0d162690-0a72-5b06-960c-664e3622f950,GTG-54002,Disrupting a commercial “influence-as-a-service” operation spanning six continents,influence_operations,account,x,https[:]//x[.]com/Fiftystatesnews,fabricated_outlet,Fake news outlet account on X 'Fifty States'.,,,detect-or-block,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-54002-disrupting-a-commercial-influence-as-a-service-operation-spanning-six-continents,2026-09-10
indicator--080d0715-8837-58a0-a6fa-14cc300a9f68,GTG-54002,Disrupting a commercial “influence-as-a-service” operation spanning six continents,influence_operations,account,x,https[:]//x[.]com/Naijapulse_,fabricated_outlet,Fake news outlet account on X 'Naija Pulse'.,,,detect-or-block,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-54002-disrupting-a-commercial-influence-as-a-service-operation-spanning-six-continents,2026-09-10
indicator--29087f10-31fb-59f5-ab09-f781de601706,GTG-54002,Disrupting a commercial “influence-as-a-service” operation spanning six continents,influence_operations,account,x,https[:]//x[.]com/PSarzameeninfo,fabricated_outlet,Fake news outlet account on X 'Pak Sarzameen'.,,,detect-or-block,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-54002-disrupting-a-commercial-influence-as-a-service-operation-spanning-six-continents,2026-09-10
indicator--3b6f7502-cf77-5864-908d-accc808387b9,GTG-54002,Disrupting a commercial “influence-as-a-service” operation spanning six continents,influence_operations,account,x,https[:]//x[.]com/RussianWayMedia,fabricated_outlet,Fake news outlet account on X 'Russian Way'.,,,detect-or-block,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-54002-disrupting-a-commercial-influence-as-a-service-operation-spanning-six-continents,2026-09-10
indicator--7d63a534-4ea9-58fe-8d42-ed64d01bcddb,GTG-54002,Disrupting a commercial “influence-as-a-service” operation spanning six continents,influence_operations,account,x,https[:]//x[.]com/berlin_echo,fabricated_outlet,Fake news outlet account on X 'Echo Berlin'.,,,detect-or-block,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-54002-disrupting-a-commercial-influence-as-a-service-operation-spanning-six-continents,2026-09-10
indicator--0712f804-722a-525d-a935-780791ff5683,GTG-54002,Disrupting a commercial “influence-as-a-service” operation spanning six continents,influence_operations,account,x,https[:]//x[.]com/britishdaily_,fabricated_outlet,Fake news outlet account on X 'The British Daily'.,,,detect-or-block,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-54002-disrupting-a-commercial-influence-as-a-service-operation-spanning-six-continents,2026-09-10
indicator--e24e7a6c-c1fe-5f51-a062-832672f4dbc6,GTG-54002,Disrupting a commercial “influence-as-a-service” operation spanning six continents,influence_operations,account,x,https[:]//x[.]com/cmwthpost,fabricated_outlet,Fake news outlet account on X 'Commonwealth Post'.,,,detect-or-block,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-54002-disrupting-a-commercial-influence-as-a-service-operation-spanning-six-continents,2026-09-10
indicator--f2123e18-a353-53bf-8e4c-e191a41784c6,GTG-54002,Disrupting a commercial “influence-as-a-service” operation spanning six continents,influence_operations,account,x,https[:]//x[.]com/elpulsopopular,fabricated_outlet,Fake news outlet account on X 'El Pulso Popular'.,,,detect-or-block,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-54002-disrupting-a-commercial-influence-as-a-service-operation-spanning-six-continents,2026-09-10
indicator--0a906927-7bfe-58f5-b077-f68cfae6d8f1,GTG-54002,Disrupting a commercial “influence-as-a-service” operation spanning six continents,influence_operations,account,x,https[:]//x[.]com/fuxingmedia,fabricated_outlet,Fake news outlet account on X 'Voice of the Rejuvenation'.,,,detect-or-block,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-54002-disrupting-a-commercial-influence-as-a-service-operation-spanning-six-continents,2026-09-10
indicator--6fd752db-682a-5600-a597-cfb4c42b6c78,GTG-54002,Disrupting a commercial “influence-as-a-service” operation spanning six continents,influence_operations,account,x,https[:]//x[.]com/journaljambo,fabricated_outlet,Fake news outlet account on X 'Jambo Journal'.,,,detect-or-block,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-54002-disrupting-a-commercial-influence-as-a-service-operation-spanning-six-continents,2026-09-10
indicator--9af6e585-8f9f-5af4-a4a0-83f466880143,GTG-54002,Disrupting a commercial “influence-as-a-service” operation spanning six continents,influence_operations,account,x,https[:]//x[.]com/saudinews966,fabricated_outlet,Fake news outlet account on X 'Al Watan Al Akbar'.,,,detect-or-block,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-54002-disrupting-a-commercial-influence-as-a-service-operation-spanning-six-continents,2026-09-10
indicator--01cf5c2e-53bd-5b74-bcf2-173cae9873e0,GTG-54002,Disrupting a commercial “influence-as-a-service” operation spanning six continents,influence_operations,account,x,https[:]//x[.]com/zionpulse,fabricated_outlet,Fake news outlet account on X 'Zion Pulse'.,,,detect-or-block,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-54002-disrupting-a-commercial-influence-as-a-service-operation-spanning-six-continents,2026-09-10
indicator--f3a0f67b-ffc2-563b-824e-434ab3badd24,GTG-54002,Disrupting a commercial “influence-as-a-service” operation spanning six continents,influence_operations,domain,,alwatanalakbar[.]com,fabricated_outlet,Fake news outlet domain 'Al Watan Al Akbar'.,,,detect-or-block,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-54002-disrupting-a-commercial-influence-as-a-service-operation-spanning-six-continents,2026-09-10
indicator--35b1a113-108d-57eb-9047-07bcb89a5a7d,GTG-54002,Disrupting a commercial “influence-as-a-service” operation spanning six continents,influence_operations,domain,,axumvoices[.]org,fabricated_outlet,Fake news outlet domain 'Axum Voices'.,,,detect-or-block,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-54002-disrupting-a-commercial-influence-as-a-service-operation-spanning-six-continents,2026-09-10
indicator--d7c98877-fe19-54a2-af6d-61aa060058de,GTG-54002,Disrupting a commercial “influence-as-a-service” operation spanning six continents,influence_operations,domain,,british-daily[.]com,fabricated_outlet,Fake news outlet domain 'The British Daily'.,,,detect-or-block,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-54002-disrupting-a-commercial-influence-as-a-service-operation-spanning-six-continents,2026-09-10
indicator--584d446e-787d-5e50-99f5-f36441c27f08,GTG-54002,Disrupting a commercial “influence-as-a-service” operation spanning six continents,influence_operations,domain,,civicpulse[.]info,fabricated_outlet,Fake news outlet domain 'Civic Pulse'.,,,detect-or-block,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-54002-disrupting-a-commercial-influence-as-a-service-operation-spanning-six-continents,2026-09-10
indicator--2de96fc4-ed76-5eb5-a4ce-b6bb3457d93d,GTG-54002,Disrupting a commercial “influence-as-a-service” operation spanning six continents,influence_operations,domain,,commonwealth-post[.]com,fabricated_outlet,Fake news outlet domain 'Commonwealth Post'.,,,detect-or-block,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-54002-disrupting-a-commercial-influence-as-a-service-operation-spanning-six-continents,2026-09-10
indicator--978a4806-65b5-59fc-adcd-7d371a895849,GTG-54002,Disrupting a commercial “influence-as-a-service” operation spanning six continents,influence_operations,domain,,echoberlin[.]info,fabricated_outlet,Fake news outlet domain 'Echo Berlin'.,,,detect-or-block,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-54002-disrupting-a-commercial-influence-as-a-service-operation-spanning-six-continents,2026-09-10
indicator--54e78173-071e-56c0-b638-e1eb5123fc31,GTG-54002,Disrupting a commercial “influence-as-a-service” operation spanning six continents,influence_operations,domain,,elpulsopopular[.]com,fabricated_outlet,Fake news outlet domain 'El Pulso Popular'.,,,detect-or-block,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-54002-disrupting-a-commercial-influence-as-a-service-operation-spanning-six-continents,2026-09-10
indicator--1f09e23f-d57c-5009-a717-9eeacbf11f69,GTG-54002,Disrupting a commercial “influence-as-a-service” operation spanning six continents,influence_operations,domain,,fiftystates[.]news,fabricated_outlet,Fake news outlet domain 'Fifty States'.,,,detect-or-block,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-54002-disrupting-a-commercial-influence-as-a-service-operation-spanning-six-continents,2026-09-10
indicator--9d8fd0d7-3b7f-5bd9-8b62-3ddc8cb495e7,GTG-54002,Disrupting a commercial “influence-as-a-service” operation spanning six continents,influence_operations,domain,,jambojournal[.]org,fabricated_outlet,Fake news outlet domain 'Jambo Journal'.,,,detect-or-block,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-54002-disrupting-a-commercial-influence-as-a-service-operation-spanning-six-continents,2026-09-10
indicator--1dbe1724-83a7-5b8e-a8eb-c186bbef8b7b,GTG-54002,Disrupting a commercial “influence-as-a-service” operation spanning six continents,influence_operations,domain,,naijapulse[.]org,fabricated_outlet,Fake news outlet domain 'Naija Pulse'.,,,detect-or-block,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-54002-disrupting-a-commercial-influence-as-a-service-operation-spanning-six-continents,2026-09-10
indicator--b1fab3e0-94f9-5a73-aeec-00655e93854c,GTG-54002,Disrupting a commercial “influence-as-a-service” operation spanning six continents,influence_operations,domain,,pakssarzameen[.]org,fabricated_outlet,Fake news outlet domain 'Pak Sarzameen'.,,,detect-or-block,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-54002-disrupting-a-commercial-influence-as-a-service-operation-spanning-six-continents,2026-09-10
indicator--0b99d049-2630-545a-ad91-18b8f4dd62c4,GTG-54002,Disrupting a commercial “influence-as-a-service” operation spanning six continents,influence_operations,domain,,russianway[.]info,fabricated_outlet,Fake news outlet domain 'Russian Way'.,,,detect-or-block,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-54002-disrupting-a-commercial-influence-as-a-service-operation-spanning-six-continents,2026-09-10
indicator--cff771e0-bb5b-5dce-9bd8-e125b94eae5b,GTG-54002,Disrupting a commercial “influence-as-a-service” operation spanning six continents,influence_operations,domain,,voiceoftherejuvenation[.]com,fabricated_outlet,Fake news outlet domain 'Voice of the Rejuvenation'.,,,detect-or-block,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-54002-disrupting-a-commercial-influence-as-a-service-operation-spanning-six-continents,2026-09-10
indicator--3c882957-3a91-56d7-aad1-1d061f277ded,GTG-54002,Disrupting a commercial “influence-as-a-service” operation spanning six continents,influence_operations,domain,,zion-pulse[.]com,fabricated_outlet,Fake news outlet domain 'Zion Pulse'.,,,detect-or-block,https://www.anthropic.com/threat-intelligence-report-september-2026#gtg-54002-disrupting-a-commercial-influence-as-a-service-operation-spanning-six-continents,2026-09-10
